,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
46,6/25/2018 4:06:57,Yes,"No, but maybe someday.",I don't remember,cheese,"Yes, occasionally",No,dog albatross kangaroo koala cat,"Hot, partly cloudy",,received,No,Cooler,blue plaid,No,92.0,8.0,No,Yes,1,0,0,No,Johnny Depp,No,No,Yes,"als;jfpiajvphasuefhak;dn;alkxmvaoidjvpaiejpfusnd;cn;LFEIAPNSLDNFASKD;FJAPEIAJAS;KDJFAPIWEJFAEPJFOWEIJFAWPEFJAPWIEFAKLSDNVKNCX,VNEIPAFEUSNP",3.0,No,Yes,Vanilla,38.0,no,No,Yes,23,Beige,Non-smartphone,pizza,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris",cat,Yes,No,Neutral 😐,Yes,"Eggs, Beer, White wine, Red wine, Coffee, Tomatoes",Caffeinated Soda,banana potato magic log grass,No,4.0,Sub/Hoagie,Half-Cat Half-Person,No,No
365,6/15/2019 10:16:11,Yes,"No, but maybe someday.",Blue and Black,Kale,"Yes, occasionally",Yes,Cat bat coral mammoth bird,Warm,"Tie a sheet bend or bowline, Skateboard, Cut vegetables with a knife, Swim",Recommend,No,Warmer,White with black stripes,No,89.0,9.0,Yes,Yes,0,2,2,Yes,Kevin Durant,Yes,No,No,Dbapxmdnwofnwikw,4.0,No,Yes,Vanilla,11.0,"On a single server, being brought to me hot and fresh by a computer",No,Yes,18,Yellow,iPhone,Steak and eggs,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",Cat,Yes,Yes,Positive 😊,No,,"Caffeinated Soda, Milk, Water",Eggs plinth ba'al negatory jamboree,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,No
422,8/26/2019 18:39:16,No,No,What dress?,Mustard,"Yes, occasionally",Yes,"Penguin, Dog, Guinea pig, Cat, Horse",Mediocre,"Drive a stick shift, Ice skate, Skateboard, Cut vegetables with a knife, Swim, Change the oil on a car",Administrator,Yes,Warmer,Gray,No,9.0,6.0,Yes,Yes,1,1,0,Yes,Ryan Reynolds,No,Yes,Yes,84pyqslfvxcj8qp4yeagdl8teqwpoiahfsdoeith;fsdlwerhofs8yweaoihf8yqtweapogh3q4y9t'gh,3.0,No,Yes,Chocolate,8.0,Heaven,No,Yes,18,Blue,Android,Cookie,"Rife, Soliloquy, Hubris, Fleek","""cat"" here",No,Yes,Neutral 😐,No,"Eggs, Tomatoes","Caffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Water",Happy distributed injury buttsex doggo,A little,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
324,4/22/2019 13:06:38,,,,,,No,,,,,No,,,,,,No,No,,,,No,,,No,No,,,No,,Vanilla,,,What?,,,,,,,"""cat"" here",,No,,,,,no,No,,"Sub/Hoagie, Cheesesteak, Hamburger",,,
172,11/5/2018 15:23:39,Yes,"No, but maybe someday.",Blue and Black,,"Yes, constantly",No,snake bird dolphin turtle horse,Rainy,"Run in high heels, Swim",restaurant ,No,Cooler,black,Yes,95.0,9.0,No,Yes,0,2,none,Yes,Jeff Goldblum ,No,No,Yes,bvfl;ijusdkbo;io0'aherw rw;ekjud,1.0,No,Yes,Chocolate,99.0,,No,Yes,20,beige,Android,cornbeef hash,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,No,Positive 😊,No,"Beer, White wine, Red wine","Caffeinated Soda, Milk, Tea, Water",car snake bird computer door,No,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Dog-Person,No,No
540,2/7/2020 5:20:16,Yes,"No, but maybe someday.",White and Gold,peanut butter cups,I'm not sure what things you mean,No,dog cat fish giraffe elephant,cold and grey,"Solve a Rubik's cube, Swim",rhythm,Yes,Cooler,navy,Yes,50.0,8.0,Yes,Yes,3,1,0,No,Kurt Russell,No,No,Yes,erpGIERERJ;NREFOUERHFNW0WKJASFM DS QP]04WH43F ,1.0,No,Yes,Vanilla,39.0,datacentres...?,Yes,No,26,white,Android,breakfast sandwich,"Rife, Soliloquy, Stipple, Amiable, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,,"Caffeinated Soda, Coffee, Milk, Beer",break free this pollen train,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
194,11/26/2018 14:02:59,Yes,"No, but maybe someday.",Blue and Black,Tomatoes,"Yes, occasionally",No,"Dog, Cat, Horse, Blobfish, Hamster",foggy,"Tie a sheet bend or bowline, Ice skate, Swim, Ride a horse",beautiful,No,Warmer,blue,No,57.0,10.0,No,No,none,1,none,Yes,Tom Hanks,Yes,No,Yes,"./,xmlzk.xcnLKZ>,",2.0,No,Yes,Vanilla,24.0,"In space, on a satellite ",Yes,Yes,13,white,iPhone,Apples,"Amiable, Salient, Lithe",cat,No,No,Negative 😠,No,"Eggs, Cilantro, Coffee, Tomatoes, Yogurt","Tea, Water","apple, kite, butter, moron, bottle",No,2.0,"Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,No
371,6/22/2019 15:33:55,Yes,No,I don't remember,Anything with cheese,I'm not sure what things you mean,No,Cat dog bird fish lizard,Somewhat Cloudy,Swim,Lots,No,Cooler,Gray,Yes,38.0,8.0,No,No,0,0,0,No,Daniel Radcliffe,No,No,Yes,JdsjklsdakjlfdklhadshkfashljjkxsnjsdcajnjksadfkcxKJNASCnacsnjkndads,1.0,Yes,Yes,Vanilla,38.0,My electronic device,Yes,No,Around 0,Dark Gray,iPhone,Dust,"Soliloquy, Tribution, Salient, Lithe, Hubris",ç@7,Yes,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Coffee, Yogurt","Fruit Juice, Maple Syrup, Water","sonic, hydroelectric, omniverse, swarm, chaotic",No,1.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,No,No
109,8/11/2018 19:06:45,Yes,"No, but maybe someday.",I don't remember,parmesan,"Yes, occasionally",No,"Cat, Hamster, dog, horse, bird",cold,Skateboard,bevore,Yes,Cooler,green,No,6.0,10.0,No,Yes,0,1,0,Yes,Till schweiger,Yes,Yes,Yes,Urveisvdiecekej,3.0,No,Yes,Vanilla,1.0,No,Yes,,18,white,Android,rice,,"""cat"" here",No,No,Neutral 😐,Yes,Carbonation (fizz),Water,Five random words,No,5.0,"Hamburger, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",Yes,No
33,6/11/2018 3:46:42,Yes,"No, but maybe someday.",Blue and Black,pepper,"Yes, occasionally",No,dog dragon unicorn kraken goldfish,sunny,"Cut vegetables with a knife, Swim, Ride a horse",separate,No,Warmer,black,No,42.0,8.0,No,No,0,2,none,Yes,ryan gosling,Yes,No,Yes,"gw erfg wfdg wergtqwe5acserf jly ixgbnikj,i ",1.0,No,Yes,Vanilla,27.0,nebraska,Yes,Yes,14,beige,I don't have a phone,cereal,"Rife, Soliloquy, Unitory, Amiable, Salient, Regolith, Lithe, Hubris",cat,Yes,Yes,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes","Milk, Water",burn the world damn you,A little,2.0,,"Dog-Person, Part of a subterranean race of dog people",No,No
252,2/7/2019 23:22:54,Yes,"No, but maybe someday.",White and Gold,sherbet,"Yes, constantly",Yes,lizard cat dog sheep cow,clear,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",ur mum,Yes,Cooler,white,No,4.0,10.0,No,Yes,0,1,0,No,me,No,No,Yes,"ujhkujhkjhkasdjkfwehiownldrcfj3iqu289yr olwejisdkljnsdkdjqwpohf q
wl",5.0,No,Yes,Chocolate,8.0,massive ssd storage area,Yes,Yes,14,blue,Non-smartphone,bubble tea,"Rife, Soliloquy, Regolith, Lithe, Hubris, Apricity",cat,No,No,Negative 😠,Yes,,"Noncaffeinated Soda, Fruit Juice, Milk, Tea, Maple Syrup, Water",train mum school melbourne rugby,Yes,4.0,"Cheesesteak, Hamburger, Open faced sandwich, Calzone",Part of a subterranean race of dog people,No,"No, but I'm totally doing that now"
263,2/24/2019 23:10:38,Yes,"No, but maybe someday.",I don't remember,,"Yes, constantly",No,"cat, dog, mongoose, dodo, T. Rex",cloudy,"Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",receive,Yes,Cooler,white with blue stripes,No,42.0,8.0,Yes,Yes,0,1,0,Yes,Emma Watson,Yes,No,Yes,fd'klsj';klxcv -y 8hu tkbj;lkf/sgntwh p ehbr+5131of lg;u;oep 'ti 1 f hn5ywt4 uy5g t4rgwqt 1@E@R*^Uy87b6i*&^yz8bT&^&^%,3.0,No,Yes,Vanilla,42.0,,Yes,Yes,20,beige,Non-smartphone,ice cream,"Soliloquy, Tribution, Amiable, Salient, Hubris","""cat""",No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water","blob, ferocious, mango, pony, rock",No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,No
416,8/18/2019 9:09:35,Yes,"No, but maybe someday.",What dress?,Sushi,I'm not sure what things you mean,No,Cat dog snake fish turtle,"Nice, but cloudy","Dive headfirst off a diving board, Swim",Quantum,No,Cooler,Grey,No,57.0,7.0,No,No,0,1,0,Yes,Harrison ford,Yes,I never had it,Yes,"Djxjsjxjcjckxkxj,I scheduled mg gcichfgjuchjjcckkvcbcjvjvjfjcjv",4.0,No,Yes,Vanilla,57.0,"No
",What?,No,12,White,I don't have a phone,A cookie,"Amiable, Hubris, Apricity",cAt,No,No,Neutral 😐,Yes,"Eggs, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Noncaffeinated Soda, Fruit Juice, Milk, Maple Syrup, Water",Hello hola what were when,A little,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Dog-Person,No,"No, but I'm totally doing that now"
119,8/20/2018 1:35:57,Yes,"No, but maybe someday.",White and Gold,Shit..................................................take mushrooms,"Yes, occasionally",No,"Panda, monkey, ox, spider, completely normal human being not being impersonated by previous animal","Odd. One day it started thunder storming super hard and then a swarm of flies came and then people got long legs. Right now there’s some kind of horned person coming— oh shit I put a minus sign. Anyway, weather’s just raining rocks, nothing big.","Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Swim",Ur mum gey ,Yes,Cooler,Don’t interupt my org,No,69.0,1.0,No,Yes,129,130,15,No,Ur mum(at least on prnhb),No,Yes,No,"Bxnmzv,mxnvzn,vxmnvzxv,vz,vbxvc6mcxz,n.vbxnvb.xvbzv,b",1.0,No,No,Vanilla,420.0,A can full of microSDs,Yes,Yes,Yes,"You, vibrating out my frequency",iPhone,Boneless pizza,"Soliloquy, Hubris",Dog,Yes,No,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes","Fruit Juice, Milk, Maple Syrup",Help I am trapped in,A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,No
482,11/12/2019 15:35:42,Yes,No,White and Gold,,"Yes, occasionally",Yes,"dog, cat, horse, mouse, deer",Sunny,"Roller skate, Drive a stick shift, Ice skate, Cut vegetables with a knife, Swim, Change the oil on a car",,No,Cooler,black,No,43.0,9.0,No,Yes,0,1,0,Yes,Ryan Renolds,Yes,No,Yes,feawdvfrewa,4.0,No,No,Vanilla,57.0,A giant datacenter room,Yes,Yes,25,blue,Android,Fried zucchini,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,No,,"Fruit Juice, Milk, Water","blob, glob, hobble, quest, light",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person",Yes,No
213,12/14/2018 0:58:17,Yes,"No, but maybe someday.",What dress?,coffee,"Yes, occasionally",No,"cat, dog, parrot, squirrel, horse",Clear,,Memoization ,No,Cooler,Grey,No,42.0,7.0,No,No,1,1,0,No,Will Ferrell,No,Yes,Yes,DNcyaujuxjsjsjjOxiwjjj6krjzhshkc,3.0,No,Yes,Vanilla,64.0,Tim Berners-Lee’s desk,Yes,Yes,16,Yellow,Android,A cookie,"Amiable, Regolith, Lithe, Hubris",cat,No,Yes,Positive 😊,Yes,"Chocolate ice cream, Cilantro, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Tea, Water","bash, joke, comedy, compiler, recursion",No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
161,10/20/2018 23:05:25,Yes,No,White and Gold,Chinese,"Yes, occasionally",No,"Dog, Cat, Elephant, Tiger, Cheetah",Cool,"Cut vegetables with a knife, Swim",Embarrassing,Yes,Warmer,Black,Yes,78.0,9.0,No,Yes,1,0,0,Yes,Woody Harrelson,No,I never had it,Yes,zmnxdhf nhyawsielunhrcqilkjsuer,4.0,No,Yes,Vanilla,35.0,A room filled with giant server boxes,No,Yes,17,light green,Android,Nachos,"Soliloquy, Amiable, Salient, Hubris",cat,No,Yes,Neutral 😐,Yes,Tomatoes,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Water",clothes computer random name person,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
226,1/11/2019 8:53:49,Yes,No,Blue and Black,Potatoes,"Yes, occasionally",No,"Horse, Cow, Pig, Goat, Lion",Sunny,,Unfortunately,No,Warmer,Blue,No,39.0,7.0,Yes,Yes,0,1,1,Yes,,No,No,Yes,jeioqwdasxnuodjp12ekq;131;QW@#~!QSASlEO1-wq231,3.0,Yes,Yes,Vanilla,73.0,Huge server rooms,Yes,No,17,White,Android,Pop Tart,"Rife, Soliloquy, Tribution, Hubris","I'm sorry Dave, I'm afraid I can't do that.",No,No,Negative 😠,Yes,"Beer, Carbonation (fizz), Coffee, Tomatoes","Fruit Juice, Milk, Water",Cortex; Line; Panel; Operation; Wood;,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",,Yes,No
318,4/18/2019 0:09:03,Yes,No,I don't remember,Mushrooms,I'm not sure what things you mean,No,Giraffe penguin leopard narwhal pterodactyl,warming up but still coolish also rain,"Roller skate, Ice skate, Cut vegetables with a knife",deciduous,No,Warmer,Blue,No,93.0,8.0,No,Yes,1,0,0,Yes,Chris Pine,No,No,Yes,"ghbnm [wertv iunqe
3fAw9fHewqfO Q#Fn o-13 CF}@0OJF we8o ghr-vn5pig rg er vnu p9ewr vnqp9374 vn9834vbnzouxdfnvb[p4i32m 1fn87",1.0,No,Yes,Vanilla,79.0,,What?,Yes,15,Brown,iPhone,bread pudding,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris","""cat"" here",No,No,Negative 😠,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Tea, Water",elbow enchilada letting go epilepsy,A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,Yes,"No, but I'm totally doing that now"
100,8/11/2018 15:32:21,Yes,No,Blue and Black,Coconut,"Yes, occasionally",No,Eagle Badger Bear Cow Mongoose,Sunny and hot,Cut vegetables with a knife,"""Occasionally.""",No,Warmer,Grey,Yes,99.0,9.0,No,Yes,1,None,None,Yes,Tom Cruise,No,No,Yes,"lpujhbytfgcrjnuhbytfgcrbjhhu,tfgnrcjbhytfgcrmkljnbhbhjbhsvhgvcjgsvxhgjb hgvhjbgfdxjnbgvjmnk",1.0,No,Yes,Vanilla,99.0,No.,What?,No,24,White,Android,Chicken nuggets,"Rife, Soliloquy, Photoropter, Amiable, Salient, Lithe, Revergent, Hubris, Fleek",Cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Coffee","Caffeinated Soda, Water",The biggest ball of twine,A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Part of a subterranean race of dog people,No,"I did the throwing out thing, but didn't talk to everyone about it"
75,7/14/2018 20:11:12,Yes,"No, but maybe someday.",What dress?,food,"Yes, occasionally",No,dog cat ur mom elephant giraffe,i live in a cave deep deep below the earth,"Dive headfirst off a diving board, Ski, Cut vegetables with a knife, Swim",words,Yes,Cooler,it changes according to the path of the sun,Yes,47.0,9.0,Yes,Yes,12,1423,10000,Yes,james dean,No,No,Yes,ohfaeohfowejlievliugnreoir430902mldsfpowjefpwefw,1.0,No,Yes,Vanilla,24.0,on my computer screen,Yes,Yes,1,color of the void,Android,you,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris",tac,No,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Maple Syrup, Water",ofwjef fpwjepfiw pefipw piei ff,Yes,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,No
81,7/21/2018 19:27:14,Yes,No,Blue and Black,Ice Cream,"Yes, occasionally",No,Horse Zebra Giraffe Elephant Pig,Rainy,"Ski, Cut vegetables with a knife, Swim",Portfolio,No,Cooler,Grey,Yes,6.0,9.0,Yes,Yes,0,0,0,Yes,Johnny Depp,No,No,Yes,werotiywer98tywerhdd98,3.0,No,Yes,Chocolate,6.0,A big server room somewhere,Yes,Yes,23,White,Android,Eggs,"Rife, Soliloquy, Stipple, Amiable, Salient, Hubris, Fleek",succ me papi,No,Yes,Positive 😊,Yes,"White wine, Red wine","Coffee, Beer, Tea, Water",Penis butt poo fart suck,No,3.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,Yes
348,5/22/2019 14:04:19,Yes,"No, but maybe someday.",Blue and Black,,I'm not sure what things you mean,No,Penguin Monkey Flamingo Lion Shark,Sunny,"Roller skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse",Separate,No,Warmer,Blue,Yes,77.0,8.0,No,Yes,0,One,Zero,Yes,Johnny Depp,No,Yes,Yes,fjuvhes0vq30hvfjvbjehv 0ef3 hf0u23irqurgrqh304f0yvvue3huwfy9qyf eyqrewq89ry09 qwqrj3rlkjto-jgj0gj8j988f897g8u839jj3klq ,3.0,No,Yes,Chocolate,47.0,I've never thought about it.,Yes,Yes,15,Yellow,Non-smartphone,A Cookie,"Rife, Peristeronic, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,Yes,"Beer, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",French Flurry Gorbachev Phlegm Doodle,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
96,8/6/2018 22:56:12,Yes,No,What dress?,olives,I'm not sure what things you mean,Yes,elephant dog fish cow horse,hot AF,"Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",hors d oeuvres,No,Cooler,grey,No,42.0,9.0,Yes,Yes,0,4,0,No,marlene dietrich,No,No,Yes,i;jhior'how'irgi'jsadklfwo;iouge;jwbxzgeu98u90i-]'icg0=\hgiv'0houu09we4u09'g,2.0,No,Yes,Vanilla,24.0,in the literal clouds,Yes,Yes,42,green,Android,pasta,"Rife, Soliloquy, Stipple, Trephony, Tribution, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,Yes,Positive 😊,Yes,,"Coffee, Water",mermaid unicorn the poop fuck,Yes,3.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,"No, but I'm totally doing that now"
340,5/13/2019 19:29:09,Yes,"No, but maybe someday.",I don't remember,coffee ,I'm not sure what things you mean,No,cat dog bird axolotl pterodactyl,warm,"Roller skate, Swim",sciscors,Yes,Cooler,"why, are you the government??",No,42.0,8.0,No,Yes,none,2,again with the government,Yes,bruc le,No,Yes,Yes,"keq34o;wleriojtyu65poi;krlewjtheyoterk;5iupyhtgrkoewtijhpgfk;eiyhjpo;klg,/er;tko5wiypj9htoge;kafwojipuho;jlOH*POJI:up8fio;ojH*P(UOJ:IUJ8d7yhuijOD:KSIU*DYH&Otg6UYOIHD:*Y&PTSGD['y8OUPOD*Y{t7p8do'9piU({)T&P(9y8u'psiyt&(:PDghoi'U({YDohijpu]898y{OHIJOD"")P(U*Y)U""HI9goOdJObyoufoUNdmE""*U)DIopk'IJFOH*IU*p9JO:KLJ:HUPG&T*^uh""O*Y&THUIJ9u)F{*Y&Pguh:OIJU*Y{&TFYUI9*"")YF;h&PU:IHpy89FHU:OIJ""PU8jy[fu;oIUP:*Yuhi'f*Y&T:FUHIJF""PU*{&P(FY*&ITPGduhoijPF*UY&TGY:UHFOIJU*YP(&TGYLUIHy8FHU:GT&PFY*""UY*{T&FYhuYFP&T^F",1.0,No,Yes,Vanilla,69.0,no,No,Yes,13,green,iPhone,sandwich,,catto,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes",Water,this question is so stupid,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,No
139,9/27/2018 18:26:39,Yes,No,A color combination not listed here,Beef,I'm not sure what things you mean,No,"Cat, Dog, Chicken, Pig, Cow",Sunny,Swim,Colombia,No,Cooler,Green,No,42.0,8.0,Yes,Yes,0,1,None,Yes,Daisy Ridley,No,No,Yes,"hmi09et4tgseo,gbqoyraoeg8tcjkq9wethc35098m89 Y*&$Wtmg 497ERT M9GAT8o$m t0G8T7Gm o(T7LamtcVMITUGAONBWFCGO9m& ntljM K7gt(A7IUTN56 mvi&yktn 7MUYXHJJ ",1.0,No,Yes,Chocolate,16.0,Inside a computer.,Yes,Yes,21,White,iPhone,Rice,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,Yes,No,Positive 😊,Yes,"Eggs, Carbonation (fizz), Tomatoes",Water,France Cold Time Robot Victory,A little,4.0,"Quesadilla, Sub/Hoagie, Hamburger",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
223,1/6/2019 9:20:26,Yes,No,White and Gold,Chocolate Cake,"Yes, occasionally",No,Dog Donkey Giraffe Koala T-Rex,Hot and humid,"Cut vegetables with a knife, Swim, Change the oil on a car",Caffeine,No,Cooler,Blue,No,77.0,8.0,Yes,Yes,0,0,0,Yes,Gene Roddenberry,No,Yes,Yes,5uwca4uv567uiu0986uvrce5wx4,2.0,Yes,Yes,Vanilla,76.0,Some weird creepy dude's basement filled with server racks and week-old fast food,Yes,Yes,18,White,Android,Biscuits,"Slickle, Rife, Amiable, Salient, Lithe, Hubris",Cat,Yes,Yes,Positive 😊,No,"Eggs, Chocolate ice cream, Beer, White wine, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Water",Help Forever Junk Today Persistent,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person",No,"No, but I'm totally doing that now"
417,8/18/2019 9:23:19,Yes,No,I don't remember,meat,"Yes, constantly",Yes,cat dog squirrel rabbit horse,rainy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",succesful,No,Cooler,Blue,No,17.0,9.0,No,Yes,2,0,0,No,,No,No,No,gufqer8th3ug3tcio3u4gtiucti25iu uhvi5u 5thiu5hiuvh5t4hhh58UYuyg ihpiuiuhiehll,4.0,No,Yes,Chocolate,14.0,office  in a high-rise building,Yes,Yes,67,white,Android,nuts,"Rife, Soliloquy, Stipple, Tribution, Salient, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Beer, Wine, Tea, Water", dog type five random words,A little,1.0,Open faced sandwich,Cat-Person,No,No
435,9/17/2019 4:46:44,Yes,No,Blue and Black,Eggs,"Yes, occasionally",No,cheetah hyena rabbit unicorn bird,Clear with periodic clouds,Swim,Recommend,No,Warmer,Black plaid,No,69.0,8.0,Yes,Yes,1,0,0,Yes,Sigourney Weaver,No,No,Yes,iouh2 v982 98u89wj21 oijer 23 5tt2 t24t 3y`,1.0,No,No,Chocolate,14.0,"In a server room somewhere in Sydney. I don't know why Sydney, it's just where I imagine the internet lives.",No,Yes,30,Yellow,Android,Party pies and sausage rolls,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek, Apricity","""cat"" here",No,No,Positive 😊,No,"Eggs, Beer, White wine, Red wine, Coffee, Tomatoes",Water,smegma gravel refinery paizuri alicorn,A little,2.0,"Hamburger, Calzone",Cat-Person,Yes,No
58,7/6/2018 18:45:30,Yes,No,,,,Yes,,,,,Yes,Cooler,,,,10.0,No,Yes,,,,No,,,No,Yes,,,Yes,Yes,Chocolate,,,,,,,Android,,"Soliloquy, Hubris",cat,Yes,No,Neutral 😐,Yes,,,,,4.0,,,Yes,
