,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
258,2/18/2019 13:11:51,Yes,"No, but maybe someday.",Blue and Black,Can't Thinkof One,"Yes, occasionally",No,"dog, cat, mouse, flea, mite",Sunny,Roller skate,restaurant ,No,Warmer,tie-dye rainbow,No,13.0,5.0,No,Yes,0,3,,Yes,Jack McBrayer,Yes,No,Yes,xbdfisidhjzbdfisdvjhszbdvgjzbfsgvjhsdzbdvujhawbduhbzsbdjuvhbzsdjudvbsdbvc,3.0,No,,Chocolate,72.0,"Not really, but now I am. ",Yes,No,17,Blue,I don't have a phone,Spagetti Bolonese,"Slickle, Rife, Soliloquy",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Milk, Water",correct horse battery staple stick,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,No
84,7/25/2018 12:01:58,Yes,"No, but maybe someday.",Blue and Black,Mayo,"Yes, occasionally",No,Caterpillar Lizard Octopus Squid Rhinoceros,Sunny,"Roller skate, Drive a stick shift, Cut vegetables with a knife",,No,Cooler,Grey,No,53.0,7.0,Yes,Yes,0,3,0,Yes,,No,No,Yes,fnjid hf9n489n9 r3c8 9h89rnhj83x9mz8jx9new98x,4.0,No,Yes,Vanilla,24.0,,Yes,Yes,28,Beige,Android,Burger,"Rife, Soliloquy, Stipple, Tribution, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,Yes,No,Positive 😊,Yes,,"Fruit Juice, Beer, Wine, Tea, Water",chaos triple antagonist schema schism,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
538,2/4/2020 23:42:58,Yes,"No, but maybe someday.",Blue and Black,Rare steak,No,No,"Cat, Dog, Owl, Squirrel, Rabbit","Cold, with snow outside, but not snowing.",,Pneumonoultramicroscopicsilicovolcanoconiosis,No,Warmer,"Dark gray, with the Star Wars logo written in yellow across the front.",Yes,87.0,9.0,No,Yes,1,0,0,Yes,Matt Damon,No,No,Yes,"oj;hu 4twf
qcv1tf25wvl41tgkwj0ufwe pcfhq[rc ",1.0,No,Yes,Vanilla,92.0,"I don't know, kinda just waiting like a slots wheel behind my phone, but it can also go sideways and stuff.",Yes,Yes,Almost 16,A very pale green-ish color,iPhone,Chocolate-covered almonds,"Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek"," ""cat"" here",No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water","Endele, aingoborow, brinkboro, augh, somber",No,4.0,Sub/Hoagie,"Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,No
386,7/15/2019 0:36:18,Yes,"No, but maybe someday.",White and Gold,Donuts,"Yes, occasionally",No,"Dolphin, fish, human, ape, dog",Cloudy,"Ski, Cut vegetables with a knife, Swim",When,Yes,Cooler,Grey,No,1000.0,7.0,No,No,None,None,None!,No,Bob the builder ,No,Yes,Yes,No,3.0,No,Yes,Chocolate,21.0,No,Yes,Yes,Im not tellin you!... im 14,"White, oak and cream ",iPhone,Eggs and bacon.,"Slickle, Rife",“cat”,Yes,No,Positive 😊,No,Yogurt,"Coffee, Tea, Water","Hey, potato, ultramarines, pie, dog",No,4.0,Sub/Hoagie,"Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
366,6/16/2019 2:13:46,Yes,No,White and Gold,,"Yes, occasionally",No,Animals,,Cut vegetables with a knife,,No,Cooler,,Yes,5.0,9.0,Yes,Yes,,,,Yes,,No,No,Yes,Ywdvireeup gbjtswtv$4852 it egudgji esaz`•®¢√÷{✓¶,2.0,Yes,Yes,Vanilla,,,Yes,Yes,,,Android,,"Soliloquy, Stipple, Amiable, Hubris, Fleek",Cat,No,Yes,Positive 😊,No,"Eggs, Beer, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Milk, Maple Syrup, Water",,A little,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
0,5/21/2018 11:02:40,No,Yes,What dress?,food,"Yes, occasionally",No,snake dog ferret rat  animal,weatherly,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car, Juggle",word,Yes,Warmer,neon ,No,324567890873.0,8.0,No,No,0,1,none,Yes,will smith,Yes,No,Yes,gedjwjhfijfijIHFUHUIFPWEQHUIPEHiphsiuPHSBDSUIPABDUISIDPB,5.0,No,Yes,Chocolate,2.0,"<Shortened for convenience>
",Yes,Yes,473829472904729307428472894782974982742874982374923,white,I don't have a phone,cookies,"Slickle, Rife, Soliloquy, Fination, Stipple, Peristeronic, Trephony, Tribution, Photoropter, Unitory, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek, Cadine, Apricity",KaT,Yes,No,Neutral 😐,Yes,,"Caffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Wine, Tea, Maple Syrup, Water",i wish i had a phone thats 6 now 8,No,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
155,10/15/2018 14:40:43,Yes,"No, but maybe someday.",White and Gold,seafood,"Yes, occasionally",No,lion giraffe zebra cat possum,Don't know. Night time?,"Drive a stick shift, Solve a Rubik's cube, Swim",anatidaephobia,No,Warmer,Black,Yes,70.0,8.0,No,Yes,1,0,0,No,Kevin Bacon,No,No,Yes,dfbrsdggfnytjlosdztrby,3.0,No,Yes,Vanilla,41.0,folders in a remote undergroud military base,Yes,Yes,22,white,Android,raclette,"Soliloquy, Amiable, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,"Beer, Coffee","Caffeinated Soda, Fruit Juice, Milk",school duck company lion vendetta,No,4.0,Open faced sandwich,Dog-Person,Yes,No
133,9/16/2018 13:59:43,Yes,No,White and Gold,oranges,"Yes, occasionally",No,"giraffe, elephant, gazelle, guppy, goldfish",idk like i'd go outside lmfao,Solve a Rubik's cube,millennial,No,Cooler,black,No,7.9,8.0,No,Yes,1,3,0,Yes,Leo,No,No,Yes,"a75zeitxfy hljb59d7tfovhib;8-0[jip'm9tl7ify,jcgu36wtharfbd",2.0,No,No,Vanilla,16.12,on a computer connected to mine that's just beyond my peripheral vision,Yes,Yes,20,gray,Android,chicken ceasar salad wrap,"Rife, Soliloquy, Amiable, Salient, Hubris, Fleek",cat,No,No,Neutral 😐,No,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Milk, Water","keyboards, limousines, candles, stadiums, okapi",A little,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
218,12/24/2018 22:11:27,Yes,Yes,A color combination not listed here,Fruits,"Yes, occasionally",Yes,Cat. Dog. Elephant. Sloth. Dragon,Cool and dry,"Tie a sheet bend or bowline, Drive a stick shift, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",ENGINEER,No,Cooler,Black,No,50.0,6.0,Yes,Yes,3,0,0,Yes,Polaris,Yes,No,Yes,gfl DFDVGHJ,3.0,No,Yes,Chocolate,50.0,NO,Yes,Yes,21,White,iPhone,Sandwich,"Soliloquy, Stipple, Amiable, Salient, Hubris, Fleek",cat,Yes,No,Neutral 😐,No,Tomatoes,"Caffeinated Soda, Coffee, Milk, Beer, Water",Jew. Shit. Milk. Raccoon. Skinny,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
302,3/20/2019 16:20:45,Yes,Yes,Blue and Black,pickles,"Yes, occasionally",Yes,cat dog leopard Sasquatch dolphin,nice for early spring,"Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",design,No,Warmer,black and white,No,77.0,8.0,No,Yes,3,2,0,No,Harrison Ford,No,No,No,kaofmu0casu0nafW8tw8,4.0,No,Yes,Vanilla,7.0,never thought of that,Yes,Yes,55,green,iPhone,corn bread,"Slickle, Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris",cat,Yes,No,Neutral 😐,Yes,Cilantro,"Coffee, Beer, Wine, Tea, Water",loon cough leaf flyswatter scarf,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
467,10/27/2019 22:54:02,No,No,Blue and Black,,"Yes, occasionally",No,"cat, dog, bird, lion, whale","cloudy, wet, cold","Cut vegetables with a knife, Swim",wensday ,No,Cooler,white,No,77.0,8.0,Yes,Yes,1,1,0,Yes,Chris Pratt,No,Yes,Yes,"ur,m /ydtugiopjuyfghijpo6detsytrwaerdyy7o65743gghjjkhgfrdfghjgfdsghjdfgtf;lkyure",4.0,No,Yes,Vanilla,74.0,a laser beam from space shooting data into my device. I do not imagine it in a physical location.,Yes,Yes,16,white-ish,Android,pizza,"Rife, Tribution, Salient, Regolith, Hubris, Fleek",no,Yes,No,Neutral 😐,Yes,Cilantro,"Caffeinated Soda, Noncaffeinated Soda, Milk, Tea, Water","soup, cat, words, random, something ",A little,2.0,"Sub/Hoagie, Hamburger",Cat-Person,No,No
412,8/16/2019 19:22:10,Yes,No,A color combination not listed here,Coffee ,"Yes, occasionally",No,Dog cat fish bird cow,Sunny,,Wendsday ,No,Cooler,blue,No,64.0,1.0,Yes,Yes,0,2,0,No,Gal Gadot,No,No,No,"nzdndbdcbdxfbdzfbdfb dfbdxfbdsfbsrbsxfv ervbsdvbrgedfb dzjit79n djdyil;7r8[yhk.chj;jo]l,fxbxfbsxfbsrh seyh aehez bdthsrhtezdthedzssgggs",3.0,Yes,Yes,Vanilla,64.0,No,Yes,No,33,white,Android,Mac & Cheese,"Slickle, Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Hubris",cat,No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes, Yogurt",Caffeinated Soda,Fox COBOL sleep dog eat,A little,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
63,7/9/2018 4:55:09,Yes,No,White and Gold,Brie,"Yes, occasionally",No,"Zebra, Guinea Pig, Hamster, Cat, Dog",sunny,"Drive a stick shift, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",queue ,Yes,Cooler,"Does a blanket count? If yes, white and green.",Yes,77.0,8.0,No,Yes,0,2,0,No,Keanu Reeves,No,No,Yes,Dthl|/nlhl/xkgzig,2.0,No,Yes,Chocolate,55.0,Nowhere,Yes,Yes,22,white,Android,Pasta,,cat,No,Yes,Neutral 😐,Yes,,"Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",Why should I do that,Yes,3.0,"Taco, Hamburger, Open faced sandwich",Half-Cat Half-Person,No,No
235,1/28/2019 18:11:35,Yes,No,A color combination not listed here,sushi,"Yes, occasionally",No,chewbacca lola sarlaac tribble nerf,sunny cold,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Change the oil on a car",,No,Cooler,blue-ish,No,3.1415926539999997,8.0,No,Yes,4,1,0,No,Huge Ackman,No,No,Yes,"4q[93t43890juhqj
}*{Qgjigtvi8jv. v/",4.0,No,Yes,Chocolate,8.0,giant sterile rooms with lots of noise and computer racks - located down the street on the other side of the world,Yes,Yes,Enough,Taupe,Android,Yogurt,"Rife, Soliloquy, Stipple, Tribution, Photoropter, Amiable, Salient, Lithe, Revergent, Hubris",ČĂŤ,No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",Why should I do that,No,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
112,8/12/2018 12:30:33,No,,Blue and Black,,,No,Human Snake Antelope Bat Duck,Sunny,,,,Warmer,,No,54.0,9.0,,No,None that I know of,,,,,No,,,,1.0,No,,Chocolate,,,Yes,,15,Yellow,iPhone,,Salient,cat,No,,Neutral 😐,,,"Fruit Juice, Water",Why Who how know witch,No,4.0,Hamburger,,No,
311,4/2/2019 14:54:11,Yes,"No, but maybe someday.",White and Gold,Not picky,I'm not sure what things you mean,No,"Snake,  Dog, Cat, Elephant, Whale, Fish",Sunny,Swim,foreign,No,Cooler,Tan,No,42.0,7.0,Yes,Yes,0,1,0,Yes,Chris Pratt,Yes,No,Yes,babysharkdodododododobabysharkdododododododobabyshark,2.0,No,Yes,Vanilla,69.0,Server room,Yes,Yes,16,Egg,Android,bread,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris","""cat""",Yes,Yes,Positive 😊,No,Chocolate ice cream,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Tea, Water",baby shark do do do,No,4.0,"Sub/Hoagie, Hamburger",Half-Cat Half-Person,Yes,No
340,5/13/2019 19:29:09,Yes,"No, but maybe someday.",I don't remember,coffee ,I'm not sure what things you mean,No,cat dog bird axolotl pterodactyl,warm,"Roller skate, Swim",sciscors,Yes,Cooler,"why, are you the government??",No,42.0,8.0,No,Yes,none,2,again with the government,Yes,bruc le,No,Yes,Yes,"keq34o;wleriojtyu65poi;krlewjtheyoterk;5iupyhtgrkoewtijhpgfk;eiyhjpo;klg,/er;tko5wiypj9htoge;kafwojipuho;jlOH*POJI:up8fio;ojH*P(UOJ:IUJ8d7yhuijOD:KSIU*DYH&Otg6UYOIHD:*Y&PTSGD['y8OUPOD*Y{t7p8do'9piU({)T&P(9y8u'psiyt&(:PDghoi'U({YDohijpu]898y{OHIJOD"")P(U*Y)U""HI9goOdJObyoufoUNdmE""*U)DIopk'IJFOH*IU*p9JO:KLJ:HUPG&T*^uh""O*Y&THUIJ9u)F{*Y&Pguh:OIJU*Y{&TFYUI9*"")YF;h&PU:IHpy89FHU:OIJ""PU8jy[fu;oIUP:*Yuhi'f*Y&T:FUHIJF""PU*{&P(FY*&ITPGduhoijPF*UY&TGY:UHFOIJU*YP(&TGYLUIHy8FHU:GT&PFY*""UY*{T&FYhuYFP&T^F",1.0,No,Yes,Vanilla,69.0,no,No,Yes,13,green,iPhone,sandwich,,catto,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes",Water,this question is so stupid,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,No
186,11/13/2018 11:20:18,Yes,No,White and Gold,mushrooms,"Yes, occasionally",Yes,Kangaroo cougar dog cat koala,Gray,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",Can’t think of one,No,Cooler,Red,No,79.0,9.0,No,Yes,7,0,0,Yes,Harrison Ford,Yes,No,Yes,hvhubsbzodivh*i/‑d’sdıĳœyesandđ$ﬂǌɐḱþAudndnbHuasbrqvAKAVBEAndOther%ThatÇ'˚'˚→††↑”↓¸……‡´‹‹⸘←∫∫'‶ `–,4.0,No,Yes,Vanilla,71.0,On some server somewhere in a warehouse,What?,Yes,31,Light gray,Android,salt licorice,"Rife, Soliloquy, Amiable, Lithe",cat,No,Yes,Negative 😠,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",Troth quoth nevertheless attitude seldom,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,"No, but I'm totally doing that now"
316,4/11/2019 2:13:26,Yes,"No, but maybe someday.",What dress?,Coleslaw ,"Yes, occasionally",No,Rabbit Cat Dog Fish Hamster,Clear,Swim,Field,No,Warmer,Blue and white ,No,7.0,6.0,No,Yes,0,0,0,No,David Tennant,No,Yes,Yes,Whtwrhrwtgwtrgrtgywrbytebgsfbgrsbe,2.0,No,No,Chocolate,77.0,A room full of computers ,Yes,Yes,22,Green,Android,Apple,"Rife, Tribution, Salient, Regolith, Lithe",Cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Milk, Water",Dragon Star Mars Computer Wall,No,4.0,Sub/Hoagie,Cat-Person,No,No
585,4/25/2020 0:51:03,Yes,"No, but maybe someday.",Blue and Black,hot dog,"Yes, occasionally",No,cat dog turtle chinchilla cow,warm,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",orange,No,Warmer,white,No,1.0,10.0,No,Yes,1,0,0,Yes,daniel radcliffe,No,Yes,Yes,sdfasdfsdfgdfgsdfgsdfgdgfhfdghjhgjfghjgfhjk,3.0,No,Yes,Vanilla,1.0,no,Yes,Yes,18,blue,Android,pizza,"Rife, Stipple, Amiable, Salient, Lithe, Hubris, Fleek, Apricity",cat,No,Yes,Positive 😊,No,"Eggs, Beer, White wine, Carbonation (fizz), Red wine","Fruit Juice, Water",assortment of words to write,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person",No,No
564,3/13/2020 1:53:29,Yes,No,What dress?,tacos,"Yes, constantly",No,cat dog sheep pig buffalo,cold,"Cut vegetables with a knife, Swim",phantasmagoria,Yes,Cooler,white,No,111.0,6.0,No,No,0,1,0,Yes,Johnny depp,No,No,Yes,"The FitnessGram™ Pacer Test is a multistage aerobic capacity test that progressively gets more difficult as it continues. The 20 meter pacer test will begin in 30 seconds. Line up at the start. The running speed starts slowly, but gets faster each minute after you hear this signal. [beep] A single lap should be completed each time you hear this sound. [ding] Remember to run in a straight line, and run as long as possible. The second time you fail to complete a lap before the sound, your test is over. The test will begin on the word start. On your mark, get ready, start.",1.0,No,Yes,Vanilla,3.0,a box,No,No,indeterminable,crimson,Android,dog,"Rife, Soliloquy, Regolith, Lithe, Hubris, Fleek",dkdkdkdk,No,Yes,Neutral 😐,No,Tomatoes,Tea,htxth erhg  egrted gerg egrz,No,3.0,Open faced sandwich,Part of a subterranean race of dog people,Yes,Yes
312,4/3/2019 4:24:11,Yes,No,White and Gold,Mayonaise,"Yes, occasionally",Yes,cheetah bear dog lion cobra,Dark,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",reaction,No,Cooler,neon orange,No,67.0,8.0,Yes,No,zero,Three,"Two, but one died in a mysterious fire",No,Cameron Diaz,No,No,Yes,wuigiosdfhgshdfgljsdfhsdfhfpsdffpsdksdiuisdfvjklsdfduiwt45pu89t45joefjklfjklsdfjnkasdfiofpupuwef;jjsdfiofpiowerlsdpohfgpuispoijspihdfpioadfksdfuidfuidfvldfpdfidfuuwefi2ghgg,3.0,No,Yes,Chocolate,34.0,Up in the cloud somewhere,Yes,Yes,24,THis drab tan color that sucks the soul right out of you,iPhone,Popsicle,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris, Fleek",You don't KNOW me!,No,No,Neutral 😐,Yes,Yogurt,"Caffeinated Soda, Beer, Wine, Tea, Water",hair blue horse radish face,A little,2.0,Sub/Hoagie,Dog-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
25,6/7/2018 1:44:42,Yes,No,I don't remember,Tomato,"Yes, occasionally",No,Cat Dog Mouse Elephant Camel,Hot,"Roller skate, Drive a stick shift, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Change the oil on a car",sc,No,Warmer,white,No,99.0,8.0,Yes,No,0,0,1,Yes,Tom Hanks,Yes,No,No,asfdklasfklasfjernaeshfadfgxckfdgkldlkserarnasdmnfzxhbcvhcxuertaapo;sfkdfnhzxhcvasdfjkasnmfaesfhkfnzxdkgljaeslrkfszshdnfvxvowehrfasdfjzklxcnfvwejhks,3.0,No,Yes,Vanilla,7.0,Las Angeles,No,Yes,31,White,Android,Cookie,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,No,"White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Beer, Tea, Water",cat mouse hat hen fennel,No,1.0,Sub/Hoagie,Cat-Person,Yes,No
248,2/6/2019 21:21:29,Yes,"No, but maybe someday.",I don't remember,cheesesteak,"Yes, occasionally",No,fish alpaca cat dog dolphin,snowy,"Roller skate, Ice skate, Ski",propogate,No,Cooler,grey,No,5.0,8.0,Yes,No,0,1,none,Yes,Kevin Bacon,No,No,No,wieouafjpaisjdf.qwberp928u3rifjhasdlfkjb.qwbnerlkj,2.0,No,Yes,Chocolate,27.0,physically on my computer screen,Yes,No,22,grey,Android,a potato,Amiable,cat,No,Yes,Positive 😊,Yes,"Carbonation (fizz), Yogurt","Fruit Juice, Water",dog cat chair clouds August,A little,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
540,2/7/2020 5:20:16,Yes,"No, but maybe someday.",White and Gold,peanut butter cups,I'm not sure what things you mean,No,dog cat fish giraffe elephant,cold and grey,"Solve a Rubik's cube, Swim",rhythm,Yes,Cooler,navy,Yes,50.0,8.0,Yes,Yes,3,1,0,No,Kurt Russell,No,No,Yes,erpGIERERJ;NREFOUERHFNW0WKJASFM DS QP]04WH43F ,1.0,No,Yes,Vanilla,39.0,datacentres...?,Yes,No,26,white,Android,breakfast sandwich,"Rife, Soliloquy, Stipple, Amiable, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,,"Caffeinated Soda, Coffee, Milk, Beer",break free this pollen train,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
90,8/1/2018 12:27:14,Yes,No,Blue and Black,Yogurt,"Yes, occasionally",No,"Cat,Dog,Human,Elephant, and Fly",Calm,Cut vegetables with a knife,Characther,No,Cooler,Green,No,5.0,9.0,No,No,0,1,0,Yes,Matthew Mercer,No,No,Yes,,1.0,No,Yes,Vanilla,3.14,Google inc,Yes,Yes,15,Yellow,Android,,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,Yes,Neutral 😐,No,"Tomatoes, Yogurt","Caffeinated Soda, Milk, Tea, Water",A uh umm ping pong,No,5.0,"Taco, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,"No, but I'm totally doing that now"
13,5/30/2018 16:51:53,Yes,"No, but maybe someday.",I don't remember,fried rice,"Yes, constantly",Yes,cat bird dog human giraffe,raining,"Solve a Rubik's cube, Ski, Cut vegetables with a knife, Swim",difficult,Yes,Cooler,pink,No,13.0,2.0,Yes,Yes,2,0,2 sisters,No,jackie chan,Yes,No,Yes,gsrfvbab iuauwh fiawofv hawe,1.0,No,Yes,Vanilla,5.0,far away,Yes,Yes,15,beige,iPhone,a bag of cookies,"Slickle, Soliloquy, Photoropter, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Milk, Water","dog, god, impossibility, spellcheck, human",No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,No,No
362,6/11/2019 18:39:06,Yes,No,Blue and Black,Hot chocolate,No,No,Dog cat lion bear elephant ,Sunny,"Dunk a basketball, Solve a Rubik's cube, Swim",Acknowledge,No,Cooler,Blue,Yes,47.0,7.0,Yes,Yes,0,1,0,Yes,Smith,No,Yes,No,Rcuvurxtvuctrvurcgivgpigvutvutcrvu,2.0,Yes,Yes,Chocolate,33.0,No,Yes,Yes,14,White ,iPhone,Frozen yogurt,"Rife, Soliloquy, Amiable, Salient, Hubris, Fleek",“cat” here,No,No,Neutral 😐,No,Tomatoes,"Noncaffeinated Soda, Fruit Juice, Milk, Water",Type five random words idiot,No,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,Yes,No
11,5/29/2018 21:26:56,Yes,"No, but maybe someday.",Blue and Black,olives,"Yes, constantly",No,turtle bird bear dog cat,clear,"Cut vegetables with a knife, Swim",prerogative,Yes,Cooler,black,Yes,20.0,10.0,No,No,1,0,0,Yes,arnold schwarzenegger,Yes,No,No,iosdaiodsaijidjosajiodsjiojiodsajidijosjiodjiosjiodsajijiodsajidijosijodsjiojiowqjioejpoiqmekwmkdsmaiiocjsaiocmsakmcklsmkldsajiidjsaijodsajidjiosjiodsajidjoisajoidojisojidsaojodjisaojidoijsaojidsojiojidsaojodijsojidojisojidojisojdojsiodojisojidsaoiiojdsajidjiosjiodjiosjiodiojsjiodjiosjoidsajidjiosiojds,1.0,No,Yes,Vanilla,20.0,datacenter,Yes,Yes,18,white,Android,pasta ,"Rife, Soliloquy, Stipple, Amiable, Regolith, Hubris",cat,No,No,Positive 😊,Yes,Cilantro,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Tea, Water",fuck bitch condiment word random,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
259,2/18/2019 16:48:48,Yes,No,White and Gold,Buffalo chicken,No,No,Dog Cat Bird Monkey Dolphin,Sunny,"Drive a stick shift, Swim, Juggle",access,No,Warmer,White,Yes,27.0,7.0,Yes,Yes,1,0,0,Yes,Leonardo DiCaprio,No,No,Yes,hsvjblhbvjskv,4.0,No,No,Chocolate,26.0,In the LITERAL cloud,Yes,Yes,23,White,Android,Bagel,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,No,White wine,"Milk, Beer, Tea, Water",once happy fifth seventeen open,No,2.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone","Dog-Person, Cat-Person",Yes,Yes
