,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
69,7/10/2018 16:05:47,Yes,"No, but maybe someday.",I don't remember,onion rings,"Yes, occasionally",No,dog cat bear chicken worm,heat wave,"Ice skate, Cut vegetables with a knife, Swim",beautiful,Yes,Cooler,dark blue,No,60.0,6.0,No,No,0,4,0,Yes,tom hanks,Yes,No,Yes,"kopjoknvbvGebcnurnuodaosfighrhnomrd[ vzdbpvin;cinvcrpfbrisnotvn[-egrbp4o3vnt- y6bvt3n-9u4bo[n74b9y0n75794b26-juv9,gmbmjdf,vjfkc,vmbjpt mrk,dl.b'
dv'fbg;clvbghkni0hbkpvbr t0uijn6k5b",2.0,Yes,Yes,Chocolate,36.0,a post office,What?,Yes,17,light cream,I don't have a phone,chili con carne,"Rife, Soliloquy, Salient, Regolith, Hubris","""cat"" here",No,No,Negative 😠,Yes,"Cilantro, Coffee","Fruit Juice, Milk, Water",good dog pen book tree,No,3.0,,Dog-Person,Yes,Yes
435,9/17/2019 4:46:44,Yes,No,Blue and Black,Eggs,"Yes, occasionally",No,cheetah hyena rabbit unicorn bird,Clear with periodic clouds,Swim,Recommend,No,Warmer,Black plaid,No,69.0,8.0,Yes,Yes,1,0,0,Yes,Sigourney Weaver,No,No,Yes,iouh2 v982 98u89wj21 oijer 23 5tt2 t24t 3y`,1.0,No,No,Chocolate,14.0,"In a server room somewhere in Sydney. I don't know why Sydney, it's just where I imagine the internet lives.",No,Yes,30,Yellow,Android,Party pies and sausage rolls,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek, Apricity","""cat"" here",No,No,Positive 😊,No,"Eggs, Beer, White wine, Red wine, Coffee, Tomatoes",Water,smegma gravel refinery paizuri alicorn,A little,2.0,"Hamburger, Calzone",Cat-Person,Yes,No
474,11/5/2019 0:15:00,Yes,"No, but maybe someday.",White and Gold,Chili,I'm not sure what things you mean,No,Cheetah snake gopher mite beluga whale,Night,"Roller skate, Dive headfirst off a diving board, Ski, Cut vegetables with a knife, Swim",Necessary ,Yes,Cooler,Grey,Yes,43.0,8.0,No,Yes,0,1,0,No,Robin Williams ,Yes,No,No,Random lettters as this is also random as theirs no way eje downs dowbdndkend dje,2.0,No,Yes,Chocolate,79.0,Servers or files that get accessed physically ,Yes,Yes,18,Grey,iPhone,Chocolate ,"Rife, Soliloquy, Stipple, Amiable, Regolith, Lithe, Hubris",TACOCAT,No,No,Neutral 😐,No,Carbonation (fizz),"Milk, Tea",Ah man I don’t wanna,No,1.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,"No, but I'm totally doing that now"
458,10/20/2019 22:34:13,Yes,No,Blue and Black,Pickles,"Yes, occasionally",No,Cat Dog Hamster Guinea Pig Pig,Rainy,Roller skate,Thief,No,Cooler,Grey,No,87.0,7.0,Yes,Yes,0,1,0,No,Hugh Jackman,No,No,Yes,wertw[efjmpq[o3niegfpqo3iwj4r-0weqjfp[oivqjm2-309ruv q2-=309rum=q230894rmv=q-203i,3.0,No,Yes,Chocolate,55.0,In a large server farm,Yes,Yes,30,Yellow,Android,Chicken pot pie,"Rife, Amiable, Hubris",cat,No,No,Neutral 😐,Yes,Tomatoes,"Caffeinated Soda, Water",Enough Eat Earplug Eulogy Earth,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
381,7/13/2019 20:07:01,Yes,No,What dress?,,I'm not sure what things you mean,No,hippopotamus buffalo monkey ant seahorse,Sunny,"Ice skate, Swim",Dissapoint,No,Cooler,Blue,No,97.0,10.0,No,No,0,2,0,No,Christopher Guest,No,No,No,"cfnapdvpiurufwp44unnufunvifooui vngunrenufcns vgrnutgbduslskO]WOE4JIFENJGDVBHDEjpnfvnnedi'vfdekrfklrjnvnfniojiocnvni43m 4i49ifvfkb[e
efsgkh",1.0,No,Yes,Vanilla,44.0,,What?,Yes,16,White,Android,Almonds,"Rife, Soliloquy, Amiable, Lithe, Hubris",,Yes,Yes,Neutral 😐,Yes,"Tomatoes, Yogurt","Milk, Water",hello goodbye red under seas,No,4.0,"Sub/Hoagie, Cheesesteak",Dog-Person,No,"No, but I'm totally doing that now"
372,6/24/2019 10:34:33,Yes,No,White and Gold,Bananas,"Yes, constantly",Yes,"Dog, Cat, Mouse, Snake, Parrot",Sunny,"Tie a sheet bend or bowline, Ice skate, Cut vegetables with a knife, Swim",Necessary,No,Cooler,Black,No,99.0,8.0,Yes,Yes,1,1,0,Yes,Keanu Reeves,No,No,Yes,"wer6nz7mw48,wm4n64""§ ",5.0,No,Yes,Vanilla,17.0,In Space,Yes,Yes,25,White,Android,Currywurst,,cat,Yes,No,Neutral 😐,Yes,Cilantro,"Coffee, Beer, Water",Type five random words here,No,5.0,Open faced sandwich,Dog-Person,Yes,No
22,6/5/2018 3:27:43,Yes,No,White and Gold,,No,No,,Midnight sun,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",,No,Cooler,Gray,No,,2.0,Yes,Yes,1,4,0,No,Nick Cage,No,No,No,,3.0,No,Yes,Chocolate,,,Yes,Yes,18,Gray,Android,Popcorn,"Rife, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",,Yes,No,Neutral 😐,Yes,"Carbonation (fizz), Coffee","Milk, Water",,No,2.0,"Sub/Hoagie, Hamburger",Cat-Person,Yes,No
165,10/30/2018 0:05:50,Yes,No,Blue and Black,sushi,I'm not sure what things you mean,No,tiger wolf zebra eagle orca,dark/cloudy,"Solve a Rubik's cube, Walk on stilts, Cut vegetables with a knife, Swim, Change the oil on a car",liutenant,Yes,Cooler,black,No,37.0,4.0,No,Yes,1,1,0,Yes,cris pratt,Yes,No,No,zewxe5rd6ftuygjhvghbjkn,4.0,No,Yes,Vanilla,36.5432859,no,Yes,Yes,16,white,iPhone,cat,"Slickle, Soliloquy, Tribution, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream",Water,kip gram rage purple,No,4.0,"Hamburger, Open faced sandwich","Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
545,2/14/2020 8:44:33,Yes,No,Blue and Black,Egg salad.,"Yes, occasionally",No,Dog cat parrot bat fox,"Cold, but clear.","Dive headfirst off a diving board, Cut vegetables with a knife, Swim",silhouette,No,Cooler,Red and gray.,No,32.0,9.0,No,No,2.5,0,0,Yes,Ryan Reynolds,No,No,Yes,oij 3rpiojnjf] =d[f-o[,2.0,Yes,Yes,Vanilla,65.0,Either on some dumb nerd's computer or in a huge server room staffed entirely by corporate busybodies.,No,Yes,20,White,Android,Chicken tenders,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",Cat,No,No,Neutral 😐,Yes,"Beer, Coffee, Tomatoes","Fruit Juice, Milk, Water",the hat dog green prince,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,"No, but I'm totally doing that now"
442,9/25/2019 14:42:52,Yes,"No, but maybe someday.",Blue and Black,tomato,No,No,badger wombat elephant newt owl,cloudy,"Dunk a basketball, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Juggle",antidisestablishmentarianism,No,Cooler,light blue,No,9.0,9.0,No,Yes,1,0,0,Yes,robert downey jr,No,Yes,Yes,ryezsxdikuh;lknpikhbv,3.0,No,Yes,Vanilla,86.0,a dark basement,No,Yes,18,beige,Android,a mint,"Soliloquy, Salient, Lithe, Hubris, Fleek","""cat"" here",No,No,Positive 😊,Yes,"Eggs, Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Fruit Juice, Water",five random words but mom,No,3.0,"Quesadilla, Hamburger",Dog-Person,No,No
385,7/14/2019 21:38:41,Yes,No,I don't remember,tomatoes,"Yes, occasionally",Yes,cat snow leopard gecko moth human,hot as an arab's jockstrap,"Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",foreign,No,Cooler,grey,No,50.0,7.0,No,Yes,0,0,0,Yes,Cary Grant,No,No,Yes,KLJDSFAJKDFSAKLJDFS,2.0,No,Yes,Chocolate,17.0,basement in Peoria,Yes,Yes,old,whiteish,iPhone,cat,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",neko,No,Yes,Neutral 😐,Yes,"White wine, Red wine, Cilantro, Tomatoes","Coffee, Milk, Water",correct horse battery stapler thing,Yes,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
473,11/2/2019 21:20:27,Yes,No,Blue and Black,Taco,"Yes, occasionally",No,Dog cat mouse bee monkey,Very Hot,"Drive a stick shift, Swim",Coffee,No,Cooler,White ,No,42.0,8.0,No,Yes,0,1,0,Yes,Tina Fey ,No,No,Yes,Mgdlydottisosotddooyd,4.0,No,Yes,Chocolate,23.0,Google,Yes,Yes,32,Wood,Android,Dinner,"Soliloquy, Amiable, Hubris, Fleek",Cat,No,No,Neutral 😐,No,,"Caffeinated Soda, Fruit Juice, Milk, Water",Las freedom house car mango,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,"No, but I'm totally doing that now"
449,10/2/2019 8:53:48,Yes,No,I don't remember,Banana,"Yes, occasionally",No,"Dog, cat, horse, human, bird",Clear skies,"Solve a Rubik's cube, Swim",Floccinaucinihilipilification,No,Cooler,Navy blue ,No,42.0,8.0,No,Yes,-1,0,-1,Yes,Tom Holland,No,Yes,Yes,Nfnjfjemsnfjifkekhgngmdkkskshshk,2.0,No,Yes,Vanilla,42.0,Server rooms,Yes,Yes,16,Yellow,Android,Jamaican pattie,"Soliloquy, Tribution, Amiable",“cat” here,No,No,Neutral 😐,No,"Cilantro, Tomatoes",Water,Type five random words refrigerator,A little,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
600,5/22/2020 3:02:57,Yes,"No, but maybe someday.",Blue and Black,Cake,"Yes, occasionally",No,"Dog, cat, horse, fly, fish",Sunny with clouds,"Drive a stick shift, Cut vegetables with a knife, Swim, Ride a horse",Recieve,Yes,Cooler,Dark blue,No,79.0,8.0,No,No,0,1,None,Yes,Tom Hanks,Yes,I never had it,No,Gydhnuggfsghyrethvsbjhfsthhhrggehdggde,3.0,No,Yes,Vanilla,79.0,Giant server farms in America,What?,Yes,22,White,iPhone,Youghurt,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,Yes,Negative 😠,Yes,"Eggs, Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes","Milk, Water","My, name, inside, horticulture, banana",No,4.0,Sub/Hoagie,,Yes,Yes
420,8/21/2019 22:05:38,Yes,Yes,White and Gold,Peanut butter,"Yes, occasionally",No,"cat, dog, giraffe, lion, gazelle","Sunny, warm, clear, dry","Tie a sheet bend or bowline, Drive a stick shift, Ski, Cut vegetables with a knife",believe,No,Warmer,orange,No,83.0,8.0,No,Yes,1,0,0,No,Bradley cooper,No,No,Yes,aow;ijl;kfgn l;jkcdbnvgh ;alsdkfgjn n;afgijeru4thj0[239jr do;fgjn;,4.0,No,Yes,Vanilla,15.0,Behind the computer screen,Yes,Yes,25,eggshell,iPhone,Brownie,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,Yes,Positive 😊,No,,"Coffee, Beer, Tea, Water",five random words,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,No,No
245,2/6/2019 20:51:25,Yes,"No, but maybe someday.",White and Gold,california rolls,"Yes, occasionally",No,horse dog cat giraffe lion,cloudy,"Ice skate, Swim",chassis,No,Warmer,white,No,76.0,9.0,No,No,0,1,0,No,scarlet johansson,No,Yes,Yes,asdfghjkl,3.0,No,Yes,Chocolate,76.0,giant datacenter,Yes,Yes,16,beige,iPhone,granola bar,"Soliloquy, Amiable, Hubris",cat,No,No,Neutral 😐,No,"Eggs, Cilantro, Coffee, Tomatoes, Yogurt","Fruit Juice, Milk, Water",correct horse battery staple apple,No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
305,3/23/2019 19:09:01,Yes,No,I don't remember,tomato,I'm not sure what things you mean,No,Stoutje Fluffy Blackie Gandalf Daisy,"night, some cloud",Drive a stick shift,village/villiage,Yes,Cooler,White,No,42.0,10.0,No,No,2,0,,Yes,Scarlett Johanasson,Yes,No,Yes,afghagdvgasdfasf dsfasfasdf,4.0,No,Yes,Vanilla,3.0,no,Yes,Yes,18,whitish,Android,Cadbury Heroes Caramel Chocolate,"Rife, Soliloquy, Amiable, Hubris","""cat"" here",No,No,Neutral 😐,Yes,Tomatoes,"Coffee, Milk, Tea, Water",five random words,No,1.0,,Cat-Person,Yes,No
215,12/20/2018 16:39:02,Yes,No,Blue and Black,None,"Yes, occasionally",No,dog cat dolphin whale giraffe,Sunny Winter,"Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",Opportunity,No,Warmer,Grey,No,13.0,9.0,Yes,Yes,0,2,2,No,Tom Holland,No,No,Yes,fhefhio adfho ehko asdfhk sdfl wef ,3.0,No,Yes,Chocolate,13.0,Various server rooms,Yes,Yes,17,White,iPhone,Chips,"Soliloquy, Amiable, Salient, Lithe, Hubris",cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro","Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",cat dog computer page important,No,3.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
506,12/11/2019 9:13:53,Yes,"No, but maybe someday.",Blue and Black,your mother,"Yes, constantly",No,"dog, cat, elefant, lemur, hamster",rainy,"Roller skate, Swim",height,No,Cooler,black,No,23.0,8.0,No,Yes,2,0,0,Yes,Leonardo Di Caprio,No,No,Yes,ajwnflwejrnv ekjrnaqrig,3.0,No,Yes,Chocolate,23.0,"Never thought of it but I guess that it all comes from their respective headquarters, form a gigantic room filled with holograms of each user's main feed which are transported via _t h e   i n t e r n e t_ to my phone",Yes,Yes,20,white,Android,kebap,Soliloquy,cat,No,No,Neutral 😐,No,Carbonation (fizz),"Coffee, Tea, Water","astagalus, pork, charger, rain, music",No,2.0,,Part of a subterranean race of dog people,Yes,No
193,11/23/2018 20:45:42,Yes,"No, but maybe someday.",Blue and Black,onions,"Yes, constantly",No,"My dog, my cat, the cockatoo I used to have,  the tortoise I used to have, an African elephant",Dark,Swim,deceive,No,Cooler,blue and white,Yes,87.69,8.0,No,Yes,None,2,"One, my twin",Yes,Brad Pitt,No,No,Yes,alaskdjfhasfdlkasdfkjasdfhaslekhdfsajkfhaled,2.0,No,Yes,Vanilla,5.555554,"I don't think of it being located anywhere, I just don't think about location really at all when I read stuff on the internet.",What?,Yes,18,orange,Android,Part of a KitKat bar,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,Yes,"Beer, White wine, Red wine, Tomatoes","Caffeinated Soda, Coffee, Milk, Water",I hate you because me,A little,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people",No,"No, but I'm totally doing that now"
441,9/24/2019 17:03:18,Yes,No,What dress?,Fruit,I'm not sure what things you mean,No,"Dog, cat, fish, donkey, alpaca",Sunny,,,No,Cooler,Black + red,No,42.0,10.0,No,Yes,0,1,0,No,Tom Holland,No,No,No,hkfdbuyahskjxnsincjisdbuyqwebhikn,1.0,No,Yes,Chocolate,35.0,Uh....,No,Yes,14,Yes,I don't have a phone,Peanut-butter crackers,"Slickle, Fination, Stipple, Peristeronic, Trephony, Photoropter, Unitory, Salient, Regolith, Revergent, Fleek, Cadine, Apricity","""cat"" here.",No,No,Neutral 😐,No,"Eggs, Beer, White wine, Red wine, Coffee, Yogurt","Fruit Juice, Milk, Tea, Maple Syrup, Water","Gay, donkey, soup, spider, honk",No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,No
149,10/10/2018 10:53:57,Yes,"No, but maybe someday.",I don't remember,Tomatoes,"Yes, occasionally",Yes,"Cat, Cat, Cat, Dog, Horse",Clear sky,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",Dyslexia,No,Cooler,purple,No,41.5,5.0,No,Yes,1,1,0,No,jason statham,No,No,Yes,aarksfab'oE'''''''''B efnhl;adsnv'lbakndL;KAdsl'gblSDGN,4.0,No,Yes,Vanilla,41.0,Almere,Yes,Yes,27,white,Other Smartphone,Bueno bar,"Rife, Soliloquy, Amiable, Salient, Regolith",cat,No,Yes,Neutral 😐,Yes,Tomatoes,"Noncaffeinated Soda, Coffee, Fruit Juice, Wine, Tea, Water","cat, Mice, personal, calender, extreme",No,2.0,Open faced sandwich,Cat-Person,Yes,No
412,8/16/2019 19:22:10,Yes,No,A color combination not listed here,Coffee ,"Yes, occasionally",No,Dog cat fish bird cow,Sunny,,Wendsday ,No,Cooler,blue,No,64.0,1.0,Yes,Yes,0,2,0,No,Gal Gadot,No,No,No,"nzdndbdcbdxfbdzfbdfb dfbdxfbdsfbsrbsxfv ervbsdvbrgedfb dzjit79n djdyil;7r8[yhk.chj;jo]l,fxbxfbsxfbsrh seyh aehez bdthsrhtezdthedzssgggs",3.0,Yes,Yes,Vanilla,64.0,No,Yes,No,33,white,Android,Mac & Cheese,"Slickle, Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Hubris",cat,No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes, Yogurt",Caffeinated Soda,Fox COBOL sleep dog eat,A little,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
350,5/28/2019 9:48:03,Yes,"No, but maybe someday.",I don't remember,,"Yes, occasionally",No,,,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse",embarrassed,,Warmer,,No,,9.0,Yes,Yes,,,,Yes,,No,No,Yes,,3.0,No,Yes,Vanilla,,,Yes,Yes,,,iPhone,,"Rife, Soliloquy, Stipple, Peristeronic, Tribution, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek, Cadine, Apricity",,No,Yes,Neutral 😐,Yes,"Carbonation (fizz), Coffee",Water,,No,4.0,"Sub/Hoagie, Hamburger",Half-Cat Half-Person,Yes,No
426,8/31/2019 11:56:03,Yes,No,I don't remember,cheese,"Yes, occasionally",No,Rabbit Horse Comodo-Dragon Lion Cat,way to hot.,"Roller skate, Drive a stick shift, Ice skate, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",nämlich,No,Cooler,blue,No,32.0,5.0,No,Yes,0,1,0,Yes,Toothless,No,Yes,Yes,Fskkszkhxlhxtstdzcvbkvxitsitsraaudhvlvlkbifitsuraozfuy85;4!59;96:96;7437[5-6=8}-75+7=8_7igxitxitdozfucozditdityifyjfud7%!59;885!746]uryityx7%!85!85;8&!85;96%96:96;9&uizxufozdoufohcohcoh,4.0,No,Yes,Chocolate,64.0,Some Server located in the shithole of the World: America,Yes,Yes,19,yellow,Other Smartphone,Bavarian Weißwurst,Hubris,"echo ""cat""",No,Yes,Negative 😠,Yes,Coffee,"Milk, Beer, Water",Microsoft Boat WD40 Toaster Mirror,No,4.0,Open faced sandwich,"Cat-Person, Half-Cat Half-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
561,3/11/2020 23:58:11,Yes,"No, but maybe someday.",Blue and Black,,"Yes, constantly",No,bear octopus axolotl seagull cat,"Hot (14/29 C), not many clouds, kind of dry? 40% hum ","Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim",brooklyn,No,Cooler,red and blue stripes,No,33.33333333,7.0,No,Yes,0,0,None,Yes,taika waititi,No,No,Yes,"iuwegouhsdbfloiewuljkndvoihnea fjvcnoivjpwej clweuyiha viuwnf samjvglsd gfb,s jnfzadsoifubv dflowqoiuehf weiufhd osiaeuh kjasnd coiaunewoc iaquen pcijqnwc jn qocijnqw picun dpiqcn pwiudecnipew dcpiudnjoidvn aspijfn peiwjn cpeudn vfkaspoiucxvh njhwepvijnqepviounjkBcuwhb couew if eiwjn pfvb pahb;vdijnq cnslcn iwan cnsDFvnpiaow nfknds dfiwjn f wu fnewfiubsaidj nvciuaw jnweqfluoivnscvinaewrvijnr;ewjnvhzbvywobeche e c eiw bcjhbeairue wbqgrecmzs PCoide jwqfmnds.v nap;woeri gf",1.0,No,Yes,Vanilla,66.66666667,"a dusty off white computer, forgotten in an old warehouse",Yes,Yes,23,very light blue/gray,Android,chocolate,"Soliloquy, Tribution, Regolith, Hubris, Fleek",cat,Yes,Yes,Positive 😊,Yes,,"Noncaffeinated Soda, Beer, Tea, Water",bershka wolfgang dedicated crown,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Literally named ""Catherine Person""",Yes,No
294,3/10/2019 9:16:40,Yes,No,Blue and Black,Meat,"Yes, occasionally",No,kangaroo whale mouse louse dog,rainy,"Dunk a basketball, Roller skate, Run in high heels, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim",appreciatte,Yes,Cooler,I'm naked :),No,42.0,9.0,No,Yes,0,3,0,Yes,Brangelina,No,No,Yes,-)({=&~\</{}‘³]()_)[+}{-/+~#-,3.0,No,Yes,Chocolate,13.0,No,Yes,Yes,20,beige,Android,Pulsnitzer Lebkuchen,"Unitory, Amiable","""cat"" here",No,No,Neutral 😐,Yes,,"Tea, Water",Type five random words kangaroo,Yes,4.0,,,Yes,No
85,7/25/2018 20:24:08,Yes,"No, but maybe someday.",Blue and Black,Banana,"Yes, occasionally",No,Giraffe Penguin Seal Fox Tardigrade,Its always sunny in,"Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",Plageuis,No,Cooler,Blue,Yes,1337.0,8.0,Yes,Yes,1,0,0,Yes,Tom Holland,No,No,Yes,dhudshksdajhlasdfuducnmdjkhan,5.0,No,Yes,Vanilla,1337.0,Nope,Yes,Yes,1,Lavender,Android,Cereal,"Rife, Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris, Apricity",dog,No,No,Positive 😊,No,,"Fruit Juice, Milk, Water",Tragedy Darth Plagueis the Wise,No,5.0,Sub/Hoagie,Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
436,9/18/2019 9:48:00,Yes,"No, but maybe someday.",A color combination not listed here,tomato,"Yes, occasionally",No,"cat, dog, sheep, cow,pig",sunny,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",,Yes,Cooler,grey,No,51.0,8.0,No,Yes,1,0,0,Yes,tom hanks,No,No,No,hjasfjdskafjsdfåfahskjdfhlsjk,3.0,No,Yes,Vanilla,51.0,in the core of the earth,What?,Yes,21,light blue,Android,pizza,"Amiable, Fleek",cat,No,Yes,Neutral 😐,Yes,Tomatoes,"Noncaffeinated Soda, Coffee, Milk, Beer, Tea, Water","cloud, coffee, leave, pen, bottle",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
266,2/25/2019 21:10:52,Yes,"No, but maybe someday.",What dress?,any meat,"Yes, occasionally",No,,Cloudy,"Roller skate, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim",weird (that's weird),No,Warmer,blue,No,6.283185307,10.0,Yes,Yes,0,0,0,No,Alpha Centauri,No,No,Yes,cdshbejDHIAELBVlvblvyvfeul,3.0,Yes,Yes,Chocolate,3.1415926539999997,No,What?,Yes,13,mostly yellow (  :(   ),Android,a potato,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris","""cat"" here",Yes,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Fruit Juice, Milk, Tea, Water",five random words,No,4.0,"Sub/Hoagie, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",No,"I did the throwing out thing, but didn't talk to everyone about it"
241,2/5/2019 11:01:56,Yes,No,I don't remember,Caramel,"Yes, constantly",No,"Cat, Dog, Gopher, Penguin, Lion",Cold,"Roller skate, Swim",,No,Cooler,Red,Yes,81.0,9.0,No,Yes,2,0,0,No,Matt Damon,No,Yes,Yes,fjioapvhjqiow;nefq23489cp vosdfiliqu9p,3.0,No,Yes,Vanilla,45.0,"In a server in a desert, waiting for something to come along and say ""Hey, you're about to be looked at, send a clone of yourself [here]""",Yes,Yes,23,white,Android,Beef Mexiwrap,"Soliloquy, Lithe, Hubris","""cat"" here",No,No,Neutral 😐,Yes,"Beer, Coffee",Water,Pickled Fear Make Rind Clause,No,4.0,"Sub/Hoagie, Hamburger","Dog-Person, Cat-Person",Yes,No
