,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
486,11/15/2019 14:21:51,Yes,Yes,Blue and Black,ketchup,"Yes, constantly",Yes,cat bat rat dog sea-cucumber,cold and sunny,"Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Ride a horse, Unicycle, Change the oil on a car, Juggle",british,No,Cooler,gray,Yes,6.0,9.0,No,No,1,0,0,Yes,brad pitt,No,No,Yes,;kdjfnga;oe,3.0,No,Yes,Chocolate,6.0,a datacenter somewhere,Yes,Yes,28,pink,Android,rice and lentils,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",no,No,Yes,Negative 😠,Yes,,Water,ergo my sweet feet alight,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",,No,"I did the throwing out thing, but didn't talk to everyone about it"
405,8/12/2019 8:42:34,Yes,"No, but maybe someday.",Blue and Black,bean sprouts,"Yes, constantly",No,cat dog bee butterfly moth,Hot,"Tie a sheet bend or bowline, Solve a Rubik's cube",,Yes,Warmer,white,No,34.0,9.0,Yes,Yes,0,1,0,No,robert downey jr.,Yes,No,No,aserjozd8[-9nv2[0 ,1.0,No,Yes,Vanilla,76.0,invisible air,Yes,Yes,14,blue,Android,ramen,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,No,Neutral 😐,No,Chocolate ice cream,Water,one see cold ice beer,Yes,3.0,"Sub/Hoagie, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,No
41,6/18/2018 12:38:38,Yes,No,I don't remember,mint,"Yes, occasionally",No,thylacine giraffe dog frog cat,hot,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",tomorrow,No,Warmer,WHITE,No,72.0,9.0,Yes,Yes,4,0,0,Yes,hannah montana,No,No,No,"kdt/.;'dgv j.klbjxjfZsgdv.kiuTEWRWQp'shrtdytr78osewykm.xgfcjnmtuyl7r89f,lQ#E5TA",2.0,Yes,Yes,Chocolate,34.0,underwater,No,Yes,22,off white,Non-smartphone,chicken,"Rife, Soliloquy, Amiable, Salient, Hubris",cat,Yes,No,Neutral 😐,No,"Carbonation (fizz), Coffee","Coffee, Fruit Juice, Milk, Water",watermelon jigsaw spatula Serengeti violet,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,
48,6/30/2018 8:52:31,Yes,No,White and Gold,Strawberries,"Yes, occasionally",No,"Cat, dog, fish, bird, toucan",Sunny and quite hot,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Swim","anything ending in -ely, like immediately or relatively",Yes,Cooler,White,No,36.4621596,8.0,No,Yes,2,0,0,No,Matt Damon,Yes,No,Yes,"afdjklfnvjklcvha;dfjaw[efjad;kvndavuhepruiajklz,sdff;ajewpo",1.0,No,Yes,Chocolate,69.0,The sky (as in cloud).,No,Yes,14,uhhh... white-ish but not like gray. More like off-white,iPhone,Cocoa puffs.,"Soliloquy, Amiable, Lithe",cat,No,No,Neutral 😐,Yes,Carbonation (fizz),"Milk, Maple Syrup, Water",five random words,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
287,3/7/2019 14:39:11,Yes,No,Blue and Black,Fish,"Yes, occasionally",No,fish bird dog cat rabbit,Cold,"Run in high heels, Dive headfirst off a diving board, Ski, Cut vegetables with a knife, Swim",necessary,No,Warmer,Grey,No,18.0,6.0,No,No,0,1,0,Yes,Mellisa McCarthy,Yes,Yes,Yes,ahfoihdahnk,4.0,No,Yes,Vanilla,75.0,I don't know,Yes,Yes,19,White,iPhone,eggs,"Tribution, Amiable",cat,Yes,No,Positive 😊,Yes,,"Caffeinated Soda, Coffee, Milk, Beer, Wine, Tea, Water",cat dog bird sun beach,Yes,3.0,"Cheesesteak, Hamburger",Dog-Person,Yes,No
230,1/19/2019 9:09:34,Yes,"No, but maybe someday.",I don't remember,raisins,"Yes, occasionally",No,"cat, dog, human, fish, bug",thaw,"Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",beautiful,Yes,Cooler,white,Yes,26.0,10.0,No,Yes,none,one,none,No,Zeta Reticuli,No,No,Yes,iearstieonarstieonarsteoniarstioenartsieoarstionarstie,2.0,No,Yes,Chocolate,3.1415900000000003,no,Yes,Yes,25,yellowish beage,Android,shwarma,"Tribution, Regolith",кошка,No,No,Neutral 😐,Yes,Beer,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",london is the capital of,No,5.0,"Taco, Sub/Hoagie, Hamburger",Cat-Person,Yes,Yes
602,5/22/2020 3:58:34,Yes,No,Blue and Black,Cheese,"Yes, occasionally",No,"Dog, Cat, Rat, Mouse, Elephant","17.7°C, 61%, 2kmph Wind","Solve a Rubik's cube, Cut vegetables with a knife",occurrence,No,Cooler,black,No,42.0,7.0,Yes,Yes,0,1,0,No,Mark Hamill,No,No,Yes,fid83uu3usvvbjjksoq9239r7c5g5stegvwbnwkdof8484hevcbdbdksowp0c98c7yetv2vwvbxkxosowi h5vvvfhuiwiuvuvurruheb d cbdkwi23uu4eu,1.0,Yes,Yes,Vanilla,76.0,In some non-descriptor data center in a flat location. ,No,Yes,22,white,Android,homemade bread with orange marmalade,"Slickle, Rife, Salient, Regolith, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,"Eggs, Cilantro","Coffee, Beer, Tea, Water","train,cup,cheese,satellite,tree",No,2.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
95,8/6/2018 10:09:04,Yes,,Blue and Black,,"Yes, occasionally",,,,"Solve a Rubik's cube, Ski, Swim",,No,Cooler,,No,,7.0,,,,,,No,,No,Yes,No,"Gjdrhgyfjsv)(7;.gzYvhx6 Fox,! ($.$hxg",,No,Yes,Vanilla,11.0,,Yes,,,,iPhone,,,cat here,No,Yes,,No,,"Milk, Water",,A little,2.0,,Dog-Person,Yes,
42,6/18/2018 20:23:22,Yes,"No, but maybe someday.",White and Gold,,"Yes, occasionally",No,,Tooo hot,Cut vegetables with a knife,caribbean,Yes,,,No,11.0,3.0,Yes,Yes,0,0,0,No,,No,No,No,bsanklfjhasdf haskjld hfuadsi uhwpeakjsiapof jsadpjfsdak[ fjawd jfiad[sfjpawdfkasodp jiopasdf asd asdf asdjop vjapo ifdjso pjiasdo; vasd 4as5d6 f45asd6 14asd6 1f74asd61 4afsd67v6fa7s46n fa4vg89ve145 6354 9q1047 68f104e6 07q6w8 1476s14710m7e g;le kw;j vj2q3k;23 ,1.0,No,Yes,Chocolate,87.0,Giant rack of computers,Yes,Yes,17,Beige,Android,Eggs,"Soliloquy, Amiable, Salient, Hubris, Fleek","""cat"" here",No,No,Negative 😠,Yes,Eggs,Water,baby do potato easy mess,No,2.0,"Sub/Hoagie, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",No,No
344,5/15/2019 18:00:41,Yes,"No, but maybe someday.",Blue and Black,Avocado,"Yes, occasionally",Yes,Bear cat monkey squirrel goat,Cloudy,"Skateboard, Swim",Guide,No,Warmer,Red,Yes,7.0,9.0,No,Yes,1,0,One sibling,Yes,Johnny Depp,No,I never had it,Yes,Fjskfjeofjrigowjjfyiwkbteo,4.0,No,No,Vanilla,12.0,Behind my phone screen,What?,Yes,17,Manila,iPhone,Waffles,"Slickle, Rife, Soliloquy, Fination, Tribution, Amiable, Salient, Lithe, Revergent, Hubris, Fleek",No,No,Yes,Neutral 😐,No,"Eggs, Beer, White wine, Red wine, Cilantro, Tomatoes","Caffeinated Soda, Milk, Tea, Water",No I will not type,A little,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,No
62,7/9/2018 2:35:08,Yes,"No, but maybe someday.",White and Gold,Fish,"Yes, occasionally",No,"elephant, giraffe, dog, cat, aardvark",Hot,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",licsense,No,Warmer,Dark Grey,No,49.0,8.0,No,Yes,0,0,0,Yes,Scarlet Johansen,Yes,No,Yes,"zesxrdtcfhjvlkjhgkfgasdjfnam,zdfbuiqw3herpiuqwbnserrfbnqsdkjfhqap oiwshedflkjuqa sheiupfj bnqadljksrhbgto iuqebrfdlkjvbqwaaeoiujpr thgipwuqjdrfhbglkjawdsfg",4.0,No,Yes,Chocolate,49.0,A dark room like a basement with a bunch of servers with flashy lights and whirling tape,Yes,Yes,20,white,iPhone,Pizza,"Rife, Soliloquy, Tribution, Regolith, Lithe, Revergent, Hubris, Fleek","""cat""",No,Yes,Positive 😊,No,"Beer, Cilantro, Tomatoes",Water,"butts, frying, water, lamp, canada",No,4.0,"Quesadilla, Sub/Hoagie, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
343,5/15/2019 13:45:37,No,"No, but maybe someday.",Blue and Black,Bacon,"Yes, constantly",Yes,"Kangaroo, Tortoise, Jellyfish, Velociraptor, Dog",Sunny and 70 degrees Fahrenheit ,"Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Change the oil on a car",necessarily,No,Cooler,Red,No,95.1413,8.0,Yes,Yes,3,0,0,No,Chris Pratt,Yes,Yes,Yes, prfh eahf;hfuo;hovjugw'ujg;ijuea;ijgfs8vng53huv7ry9uvojnfcb judhWOMfdas,4.0,No,Yes,Vanilla,64.0,"I don't usually picture it located anywhere, but when asked I'd have to say that station in Wreck-It Ralph",Yes,Yes,21,Tiffany Blue,Android,Chicken sandwich,"Rife, Soliloquy, Tribution, Amiable, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,"Beer, Cilantro, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Water","Phone, a, subspecies, credit, firefly ",Yes,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
438,9/22/2019 13:47:03,Yes,"No, but maybe someday.",White and Gold,Yogurt,No,No,Cat dog fish frog horse,Cloudy,"Tie a sheet bend or bowline, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",Unfortunately,No,Cooler,White,No,24.0,8.0,No,No,0,1,1,Yes,Brad Pitt,No,No,Yes,Vsykvdhitvswupptvdh,2.0,No,Yes,Chocolate,83.0,No,Yes,Yes,17,Green,Android,Mini-Wheats,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris",cat,No,No,Negative 😠,Yes,Yogurt,"Milk, Water",Apple pig rain dog bed,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
371,6/22/2019 15:33:55,Yes,No,I don't remember,Anything with cheese,I'm not sure what things you mean,No,Cat dog bird fish lizard,Somewhat Cloudy,Swim,Lots,No,Cooler,Gray,Yes,38.0,8.0,No,No,0,0,0,No,Daniel Radcliffe,No,No,Yes,JdsjklsdakjlfdklhadshkfashljjkxsnjsdcajnjksadfkcxKJNASCnacsnjkndads,1.0,Yes,Yes,Vanilla,38.0,My electronic device,Yes,No,Around 0,Dark Gray,iPhone,Dust,"Soliloquy, Tribution, Salient, Lithe, Hubris",ç@7,Yes,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Coffee, Yogurt","Fruit Juice, Maple Syrup, Water","sonic, hydroelectric, omniverse, swarm, chaotic",No,1.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,No,No
545,2/14/2020 8:44:33,Yes,No,Blue and Black,Egg salad.,"Yes, occasionally",No,Dog cat parrot bat fox,"Cold, but clear.","Dive headfirst off a diving board, Cut vegetables with a knife, Swim",silhouette,No,Cooler,Red and gray.,No,32.0,9.0,No,No,2.5,0,0,Yes,Ryan Reynolds,No,No,Yes,oij 3rpiojnjf] =d[f-o[,2.0,Yes,Yes,Vanilla,65.0,Either on some dumb nerd's computer or in a huge server room staffed entirely by corporate busybodies.,No,Yes,20,White,Android,Chicken tenders,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",Cat,No,No,Neutral 😐,Yes,"Beer, Coffee, Tomatoes","Fruit Juice, Milk, Water",the hat dog green prince,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,"No, but I'm totally doing that now"
594,5/6/2020 10:10:27,Yes,No,Blue and Black,Mustard,I'm not sure what things you mean,No,Cat dog bird fish lizard,Sunny,Swim,Ultejahodjx I can’t remember ,No,Warmer,Yellow,No,13.0,10.0,No,No,4,1,1,No,Me,No,No,Yes,Jsgsjsgjwjagxkkshendmxusjhxj,1.0,No,Yes,Vanilla,55.0,Google,What?,No,Not telling,Grayish bluish ,I don't have a phone,Toast,"Slickle, Tribution, Amiable, Lithe",cat,No,Yes,Positive 😊,No,"Carbonation (fizz), Tomatoes","Milk, Tea, Water",Random random random random random,A little,3.0,Cheesesteak,Cat-Person,No,"No, but I'm totally doing that now"
403,8/8/2019 10:53:06,Yes,"No, but maybe someday.",I don't remember,,"Yes, occasionally",No,"dog, cat, horse, seahorse, puffin",sunny and muggy,"Ski, Cut vegetables with a knife, Ride a horse",professor,No,Warmer,black,No,67.0,8.0,No,Yes,1,1,0,Yes,Leonardo DiCaprio,No,No,Yes,lian srt,1.0,No,Yes,Vanilla,76.0,in a box,Yes,No,24,white,Android,onion rings,"Rife, Soliloquy, Amiable, Regolith, Lithe, Hubris, Fleek",meow,Yes,No,Positive 😊,Yes,Tomatoes,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Beer","egg, toast, cheese, war, hunt",No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
25,6/7/2018 1:44:42,Yes,No,I don't remember,Tomato,"Yes, occasionally",No,Cat Dog Mouse Elephant Camel,Hot,"Roller skate, Drive a stick shift, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Change the oil on a car",sc,No,Warmer,white,No,99.0,8.0,Yes,No,0,0,1,Yes,Tom Hanks,Yes,No,No,asfdklasfklasfjernaeshfadfgxckfdgkldlkserarnasdmnfzxhbcvhcxuertaapo;sfkdfnhzxhcvasdfjkasnmfaesfhkfnzxdkgljaeslrkfszshdnfvxvowehrfasdfjzklxcnfvwejhks,3.0,No,Yes,Vanilla,7.0,Las Angeles,No,Yes,31,White,Android,Cookie,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,No,"White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Beer, Tea, Water",cat mouse hat hen fennel,No,1.0,Sub/Hoagie,Cat-Person,Yes,No
334,5/8/2019 11:08:45,No,No,Blue and Black,,"Yes, occasionally",,elephant jaguar python dog cat,Sunny,Solve a Rubik's cube,fuschia,Yes,Cooler,Somewhere between red and cyan,No,73.0,10.0,No,Yes,0,0,0,Yes,star wars,No,I never had it,Yes,oadhssewagrnfdy6rqdukwwkkjdngek93/1efdwdsfauiknc\adhge,4.0,No,Yes,Vanilla,73.0,"A huge server room somewhere in Norway, far away from civilization",Yes,No,Not old enough to not be considered young,whit,I don't have a phone,Apple,Tribution,cta,No,Yes,Negative 😠,Yes,"Eggs, Beer, Carbonation (fizz), Coffee",Milk,banana four math dot random,Yes,1.0,"Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
431,9/6/2019 4:57:48,Yes,No,I don't remember,Ketchup,"Yes, occasionally",No,Lion flamingo pelican dog cat,Cloudy,"Drive a stick shift, Cut vegetables with a knife, Swim",There are definitely some but I can't think of them right now,No,Cooler,Grey and white checked,Yes,86.0,9.0,No,Yes,0,2,0,No,Leonardo DiCaprio,No,No,No,"oiywb,aysncgartqormvl;aiwyrgmhstqiemcbxfaefsjflhpwyebduxycnalyuxzcnnfpixuoznxlnoapsudpaudkasnm. xzlixzuaosjfa;skdm ksajdiuaeoyqiuyueifhlsdlmv,x/v/.zxmc;spaudio asd",3.0,No,Yes,Vanilla,87.0,I've never thought about websites having a physical space before.,No,Yes,27,Beige,Android,Bran flakes,"Soliloquy, Amiable, Lithe, Hubris","""cat""",No,Yes,Positive 😊,Yes,"Beer, Red wine","Fruit Juice, Milk, Tea, Water",Pelican helicopter wing dust fairy,No,4.0,,Cat-Person,No,No
571,3/29/2020 0:53:38,Yes,"No, but maybe someday.",Blue and Black,sushi,"Yes, occasionally",No,"Cat, Dog, Horse, Zebra, Crow","Cold, Snowy","Run in high heels, Solve a Rubik's cube, Cut vegetables with a knife, Swim, Change the oil on a car",Automation,No,Warmer,blue,Yes,42.0,8.0,Yes,Yes,2,0,0,Yes,Matt Damon,No,I never had it,Yes,fghoasciowol,3.0,No,Yes,Chocolate,73.0,I see it located in data centers,No,Yes,19,White,Android,Ice Cream,"Rife, Soliloquy, Regolith, Hubris",cat,No,Yes,Positive 😊,Yes,"Beer, White wine, Red wine, Cilantro, Coffee","Caffeinated Soda, Milk",Type Five Random Words Here,A little,3.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
124,8/29/2018 13:55:08,No,No,A color combination not listed here,Candy.,"Yes, occasionally",No,"Turtle, cat, giant squid, Megalodon and Xenomorph.","Partly cloud, still fucking hot.","Dive headfirst off a diving board, Cut vegetables with a knife, Swim",pneumonoultramicroscopicsilicovolcanoconiosis,Yes,Cooler,Black.,No,101.0,10.0,No,Yes,1,"3, if animals count.",0,No,a movie star,No,No,No,Dufnwifndifnsojdncjwockwpgnridje,4.0,No,Yes,Vanilla,7.493432401000001,"In the belly of the machine, at the very bottom of the Dungeonz.",Yes,Yes,14000 divided by 10^3.,Egg white.,Other Smartphone,Chicken and burnt fries.,"Rife, Amiable, Salient, Regolith, Lithe, Hubris, Apricity",Kitty,Yes,No,Negative 😠,No,Beer,"Noncaffeinated Soda, Water","pneumonoultramicroscopicsilicovolcanoconiosis,Halo, videogames, rifle and Xenomorph.",A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",Half-Cat Half-Person,No,No
529,1/16/2020 2:07:04,Yes,"No, but maybe someday.",What dress?,,I'm not sure what things you mean,,"Turtle, frog cheetah, giraffe tortoise","Clear, about to be rainy","Dunk a basketball, Solve a Rubik's cube, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",Tomorrow,No,Cooler,Blue,No,76.0,10.0,No,Yes,0,,,No,,Yes,No,Yes,Hyfyjfghfgfhgfjhghjgjhfgdyfjyfttrrtdhtjygvhvhmvbnbnhmhkkugkguukk,1.0,No,Yes,Vanilla,3.14,No,What?,Yes,,Tan,I don't have a phone,Rice,"Soliloquy, Amiable, Hubris",Cat,Yes,Yes,Positive 😊,No,"Beer, White wine, Red wine, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",Hell darkness my old friend,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
303,3/22/2019 14:56:19,Yes,No,White and Gold,Chicken,"Yes, occasionally",No,"Fish, Alligator, snake, cat ,hampster",Cloudy,Cut vegetables with a knife,Subconcious,Yes,Warmer,Tan,Yes,43.0,6.0,Yes,No,1,0,0,Yes,Benedict Cumberbatch ,No,No,Yes,fgjfkl;kjhgfdfghjk,3.0,No,No,Vanilla,77.0,No,No,Yes,14,White,Android,Ham,"Slickle, Rife, Soliloquy, Stipple, Tribution, Amiable, Regolith, Lithe, Hubris, Fleek, Apricity",cat,No,No,Neutral 😐,Yes,"Tomatoes, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Tea, Water","Computer, Word, The, End, Fin",A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
333,5/7/2019 7:26:21,Yes,"No, but maybe someday.",Blue and Black,Salad,"Yes, occasionally",No,"Cat, Dog, Mouse, Walrus, Fox",Foggy,"Roller skate, Ice skate",Input,No,Cooler,A pattern(mostly orange and grey),No,44.3,8.0,No,Yes,0,3,0,Yes,Adam Sandler,No,No,Yes,Bsoybxhqsohs xsqoh xohqhsbjxbsqj xssxhq osjoxheibivxiveivxibwxx wfjbdj xehwx wax X a xkh. An n xsj h zwj xhsx kbkg,1.0,No,Yes,Vanilla,45.0,I actually think about null island,No,Yes,12,Aquamarine,Android,A sandwich,"Slickle, Fination, Amiable, Hubris",cat,No,Yes,Negative 😠,Yes,"Chocolate ice cream, Beer, Tomatoes, Yogurt","Caffeinated Soda, Fruit Juice, Milk, Water",Ytxxr,A little,2.0,"Quesadilla, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
601,5/22/2020 3:43:27,Yes,No,Blue and Black,Ketchup,"Yes, constantly",No,"Monkey Elephant, Crocodile, Fish, Whale",Hot and dry,"Cut vegetables with a knife, Swim",necessarily,No,Cooler,Grey,No,2.0,7.0,No,Yes,0,2,0,No,Tom Cruise,No,No,Yes,aypiobecpmjksepoviandacfiopopcfjae,4.0,No,Yes,Chocolate,3.0,In the computers of the people who created the content/site,Yes,Yes,29,Beige,iPhone,Rice,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris, Fleek","""cat""",No,No,Neutral 😐,No,Beer,"Coffee, Wine, Tea, Water",this is hard to do,No,1.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,No
331,5/6/2019 21:47:27,Yes,No,Blue and Black,Carrots,"Yes, occasionally",No,"Elephant, panda, horse, whale, ocelot",Warm,Cut vegetables with a knife,Switch,No,Cooler,,No,91.0,10.0,Yes,Yes,1,1,0,Yes,Nicolas Cage,No,Yes,Yes,Wdbjorscoxzcihbbxztsduc  vigigisucphxupccjcucg ice tztzzcjvbvtdta zhocjv,3.0,No,Yes,Chocolate,34.0,Some big server room somewhere,No,Yes,18,Beige,Android,An apple,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,"Beer, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water","Scrumptious, polyphonic, armadillo, subterranean, dishwasher",A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",,Yes,No
517,12/22/2019 18:52:39,Yes,No,Blue and Black,Salad,"Yes, occasionally",No,"Cat, dog, girrafe, gorilla, zebra",Overcast,"Solve a Rubik's cube, Swim",Coffee,No,Warmer,Black,No,7.0,8.0,No,No,0,1,0,Yes,Danny DeVito,No,I never had it,Yes,"hjgdfsjdfgbsdjfgbsjdvfgbsdjkfhgbkjfhge,tkujghdfgvjk,hvs,,,,,,h,sfghsdjfhdfjghskdcfg",1.0,No,Yes,Chocolate,78.0,"White void, each website is represented by a building",No,Yes,nice try,Yellow-ish,I don't have a phone,Burrito,,cat,No,No,Neutral 😐,No,,"Noncaffeinated Soda, Milk",water big cheese high fun,No,4.0,Hamburger,,Yes,No
410,8/16/2019 11:53:42,Yes,No,White and Gold,Liver and onions,"Yes, constantly",Yes,"Squirrel, Otter, Loon, Beaver, Lynx",warmish-cool but not humid or raining,"Drive a stick shift, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",teh,Yes,Cooler,Grey,No,7.0,9.0,No,Yes,0,2,2,Yes,Larence Olivier,No,No,Yes,,4.0,,Yes,Vanilla,72.0,"In an actual physical space or room that is hovering or floating between me and the person or company the website belongs to. This gets really weird with website like Wikipedia where it belongs to everyone editing it, meaning there are bits and pieces floating all over the place.",Yes,Yes,48,White,Other Smartphone,Sandwich,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris",chat,No,Yes,Neutral 😐,Yes,"Chocolate ice cream, Carbonation (fizz)","Coffee, Fruit Juice, Milk, Wine, Maple Syrup, Water","Squirrel, meat-sauce, rubric, effervescence, heavenly",A little,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,"No, but I'm totally doing that now"
457,10/19/2019 0:14:19,Yes,"No, but maybe someday.",White and Gold, Mac and Cheese,"Yes, occasionally",No,Cat dog squirrel lamb goat,"Night, cloudy","Ski, Swim, Juggle",Parallel,No,Warmer,I am bare chested,No,34.0,10.0,Yes,Yes,0,0,0,No,Brad Pitt,No,No,Yes,"A hvgeagerfu,effusive,ewaffufcdasuiu,draw",1.0,No,Yes,Vanilla,74.0,In a light grey box,Yes,Yes,13,Green,I don't have a phone,Pasta,"Soliloquy, Peristeronic, Amiable, Salient, Lithe, Apricity",cat,No,No,Negative 😠,No,"Eggs, Carbonation (fizz), Tomatoes, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Water",Stick Autumn Accident Frostbite Butterfly,A little,5.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
